"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Einpersonenhaushalte","Frauen","2011","20 Hadern","56.4","5742","10190","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2011","21 Pasing - Obermenzing","52.5","8859","16881","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2011","22 Aubing - Lochhausen - Langwied","51.1","3686","7218","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2011","23 Allach - Untermenzing","49.9","2828","5671","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2011","24 Feldmoching - Hasenbergl","47.6","5061","10642","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2011","25 Laim","51.5","9230","17934","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","Stadt München","50.6","203229","401319","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","01 Altstadt - Lehel","46.8","3750","8006","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","02 Ludwigsvorstadt - Isarvorstadt","45.2","8585","18992","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","03 Maxvorstadt","49.1","10296","20954","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","04 Schwabing - West","53.1","12244","23071","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","05 Au - Haidhausen","50.6","10143","20059","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","06 Sendling","49","6516","13310","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","07 Sendling - Westpark","52","8375","16120","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","08 Schwanthalerhöhe","44.9","4341","9676","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","09 Neuhausen - Nymphenburg","53.6","15641","29162","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","10 Moosach","49.5","6293","12706","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","11 Milbertshofen - Am Hart","45.6","8400","18404","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","12 Schwabing - Freimann","49.4","9838","19899","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","13 Bogenhausen","54.2","11662","21502","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","14 Berg am Laim","50.2","5948","11838","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","15 Trudering - Riem","49.7","5955","11982","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","16 Ramersdorf - Perlach","50.9","12008","23611","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","17 Obergiesing - Fasangarten","49.9","7744","15517","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","18 Untergiesing - Harlaching","52.5","8887","16922","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","53.1","12198","22964","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","20 Hadern","56.4","5643","10004","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","21 Pasing - Obermenzing","52.2","8514","16306","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","22 Aubing - Lochhausen - Langwied","50.8","3547","6984","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","23 Allach - Untermenzing","50","2738","5474","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","24 Feldmoching - Hasenbergl","47.3","4896","10361","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2010","25 Laim","51.8","9054","17468","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","Stadt München","50.6","200688","396519","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","01 Altstadt - Lehel","46.9","3734","7963","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","02 Ludwigsvorstadt - Isarvorstadt","45.2","8469","18729","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","03 Maxvorstadt","49.1","10223","20826","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","04 Schwabing - West","53","12187","22984","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","05 Au - Haidhausen","49.8","9984","20068","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","06 Sendling","48.9","6341","12981","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","07 Sendling - Westpark","51.8","8322","16055","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","08 Schwanthalerhöhe","44.4","4260","9589","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","09 Neuhausen - Nymphenburg","53.4","15400","28861","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","10 Moosach","49.7","6190","12448","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","11 Milbertshofen - Am Hart","45.7","8221","17995","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","12 Schwabing - Freimann","49.2","9709","19743","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","13 Bogenhausen","54.1","11440","21131","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","14 Berg am Laim","50","5833","11665","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","15 Trudering - Riem","50.2","5800","11565","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","16 Ramersdorf - Perlach","51.5","11989","23280","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","17 Obergiesing - Fasangarten","49.2","7683","15606","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","18 Untergiesing - Harlaching","52.8","8917","16880","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","53.4","12039","22541","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","20 Hadern","56","5507","9833","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","21 Pasing - Obermenzing","52.7","8445","16013","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","22 Aubing - Lochhausen - Langwied","51.1","3511","6872","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","23 Allach - Untermenzing","50.2","2693","5364","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","24 Feldmoching - Hasenbergl","46.7","4772","10209","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2009","25 Laim","52.1","9018","17315","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","Stadt München","50.2","202718","403717","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","01 Altstadt - Lehel","46.2","3874","8384","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","02 Ludwigsvorstadt - Isarvorstadt","44.4","8787","19794","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","03 Maxvorstadt","48.6","10477","21575","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","04 Schwabing - West","52.7","12314","23360","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","05 Au - Haidhausen","49.3","10120","20544","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","06 Sendling","48.5","6468","13351","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","07 Sendling - Westpark","51.7","8343","16148","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","08 Schwanthalerhöhe","44.1","4281","9715","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","09 Neuhausen - Nymphenburg","53.2","15559","29275","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","10 Moosach","49.3","6215","12615","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","11 Milbertshofen - Am Hart","45.5","8381","18429","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","12 Schwabing - Freimann","48.9","9867","20196","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","13 Bogenhausen","53.9","11614","21539","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","14 Berg am Laim","49.2","5872","11942","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","15 Trudering - Riem","50","5818","11641","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","16 Ramersdorf - Perlach","51.2","12050","23530","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","17 Obergiesing - Fasangarten","48.9","7688","15714","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","18 Untergiesing - Harlaching","52.6","9042","17188","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","53","12088","22825","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","20 Hadern","55.9","5439","9727","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","21 Pasing - Obermenzing","52.4","8480","16198","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","22 Aubing - Lochhausen - Langwied","50.3","3471","6907","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","23 Allach - Untermenzing","48.5","2657","5482","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","24 Feldmoching - Hasenbergl","46.8","4759","10173","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2008","25 Laim","51.9","9025","17402","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","Stadt München","50.2","200459","399399","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","01 Altstadt - Lehel","46.2","3843","8313","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","02 Ludwigsvorstadt - Isarvorstadt","44.7","8696","19474","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","03 Maxvorstadt","48.5","10251","21142","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","04 Schwabing - West","52.7","12217","23182","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","05 Au - Haidhausen","49.6","10231","20643","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","06 Sendling","47.9","6365","13303","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","07 Sendling - Westpark","51.4","8117","15795","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","08 Schwanthalerhöhe","44.2","4232","9585","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","09 Neuhausen - Nymphenburg","52.8","15385","29133","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","10 Moosach","49.1","6049","12328","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","11 Milbertshofen - Am Hart","45","8067","17923","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","12 Schwabing - Freimann","48.6","9741","20040","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","13 Bogenhausen","54.2","11693","21574","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","14 Berg am Laim","49.4","5891","11924","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","15 Trudering - Riem","49.7","5618","11299","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","16 Ramersdorf - Perlach","51.3","12014","23419","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","17 Obergiesing - Fasangarten","49.6","7610","15349","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","18 Untergiesing - Harlaching","53.3","9066","17012","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","52.3","12081","23082","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","20 Hadern","55.7","5349","9606","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","21 Pasing - Obermenzing","52.4","8302","15852","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","22 Aubing - Lochhausen - Langwied","49.9","3415","6845","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","23 Allach - Untermenzing","48.6","2604","5364","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","24 Feldmoching - Hasenbergl","46.5","4642","9976","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2007","25 Laim","52.1","8958","17201","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","Stadt München","50","197917","395696","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","01 Altstadt - Lehel","46.4","3871","8337","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","02 Ludwigsvorstadt - Isarvorstadt","44.6","8769","19681","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","03 Maxvorstadt","48.2","10210","21167","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","04 Schwabing - West","52.4","12055","23026","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","05 Au - Haidhausen","48.9","10112","20693","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","06 Sendling","47.7","6215","13035","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","07 Sendling - Westpark","51.8","8115","15677","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","08 Schwanthalerhöhe","43.3","4077","9413","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","09 Neuhausen - Nymphenburg","52.6","15198","28916","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","10 Moosach","49","5981","12197","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","11 Milbertshofen - Am Hart","44.7","7955","17783","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","12 Schwabing - Freimann","48.4","9672","19965","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","13 Bogenhausen","53.4","11578","21680","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","14 Berg am Laim","49.3","5812","11784","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","15 Trudering - Riem","49.4","5413","10959","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","16 Ramersdorf - Perlach","51","11790","23111","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","17 Obergiesing - Fasangarten","49.5","7397","14951","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","18 Untergiesing - Harlaching","53.9","9033","16761","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","52.5","11875","22639","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","20 Hadern","55.8","5211","9334","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","21 Pasing - Obermenzing","52.8","8379","15872","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","22 Aubing - Lochhausen - Langwied","49.5","3306","6675","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","23 Allach - Untermenzing","48","2538","5292","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","24 Feldmoching - Hasenbergl","46.6","4556","9778","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2006","25 Laim","51.9","8797","16966","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","Stadt München","48.5","211206","435160","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","01 Altstadt - Lehel","44.6","4401","9867","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","02 Ludwigsvorstadt - Isarvorstadt","43.6","9784","22464","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","03 Maxvorstadt","46.5","11597","24935","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","04 Schwabing - West","50.5","13040","25838","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","05 Au - Haidhausen","47.7","10953","22970","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","06 Sendling","46.2","6515","14101","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","07 Sendling - Westpark","50.7","8598","16967","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","08 Schwanthalerhöhe","42","4370","10403","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","09 Neuhausen - Nymphenburg","51","16429","32196","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","10 Moosach","47.7","6301","13214","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","11 Milbertshofen - Am Hart","43.3","8612","19898","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
"Einpersonenhaushalte","Frauen","2005","12 Schwabing - Freimann","47.6","10668","22395","","","","Einpersonen- Haushalte Frauen","Alle Einpersonenhaushalte 18 Jahre und älter","","",""
